theme,display_theme,is_generic_theme,primary_category,category_badge_color,total_mentions,avg_sentiment,sentiment_category,trending_score,trend_status,opportunity_score,recommendation,recent_4w_mentions,previous_4w_mentions,momentum_4w,purchase_intent_ratio,quality_mentions,recency_days,theme_explanation,seller_action
pokemon tcg history,Pokemon Tcg History,False,pokemon,#FFCB05,6,0.0,Neutral,44.03,STEADY,58.61,MONITOR - Emerging Opportunity,6.0,0.0,600.0,100.0,6,8,Collectible product or theme,Monitor and curate relevant listings
pokemon_sets,Pokemon_Sets,False,pokemon,#FFCB05,2,-1.0,Very Negative,40.69,STEADY,51.77,MONITOR - Emerging Opportunity,2.0,0.0,200.0,100.0,0,7,Collectible product or theme,Monitor and curate relevant listings
pokémon,Pokémon,False,tcg,#4169E1,1,1.0,Very Positive,50.35,RISING,52.64,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,1,3,Collectible product or theme,Monitor and curate relevant listings
pop culture,Pop Culture,False,pokemon,#FFCB05,39,0.0,Neutral,63.1,RISING,50.24,MONITOR - Emerging Opportunity,39.0,0.0,3900.0,0.0,39,2,Pop culture and entertainment themes,Cross-promote entertainment merchandise
popular cards,Popular Cards,False,pokemon,#FFCB05,2,-1.0,Very Negative,42.69,STEADY,30.57,LOW PRIORITY - Track for Changes,2.0,0.0,200.0,0.0,2,8,Collectible product or theme,Monitor and curate relevant listings
popular_sets,Popular_Sets,False,football,#663300,3,0.0,Neutral,51.02,RISING,43.41,MONITOR - Emerging Opportunity,3.0,0.0,300.0,0.0,3,5,Collectible product or theme,Monitor and curate relevant listings
popularity,Popularity,False,tcg,#4169E1,6,1.0,Very Positive,52.03,RISING,71.31,HIGH PRIORITY - Curate Listings,6.0,0.0,600.0,100.0,6,4,Collectible product or theme,Monitor and curate relevant listings
post-purchase confusion,Post-Purchase Confusion,False,pokemon,#FFCB05,1,-1.0,Very Negative,40.35,STEADY,31.64,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,0,6,Collectible product or theme,Monitor and curate relevant listings
premium cards,Premium Cards,False,general,#808080,9,0.0,Neutral,53.03,RISING,64.21,HIGH PRIORITY - Curate Listings,9.0,0.0,900.0,100.0,9,6,Collectible product or theme,Monitor and curate relevant listings
price matching,Price Matching,False,general,#808080,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,6,Collectible product or theme,Monitor and curate relevant listings
pricing,Pokemon - Card Pricing Discussions,True,pokemon,#FFCB05,149,0.32,Positive,98.25,HOT,81.08,IMMEDIATE ACTION - Alert Top Sellers,149.0,0.0,14900.0,71.81,123,2,People discussing card values and pricing,"Launch pricing tools, transparency features"
pricing accuracy,Pricing Accuracy,False,football,#663300,1,-2.0,Very Negative,50.35,RISING,30.14,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,2,Collectible product or theme,Monitor and curate relevant listings
pricing advice,Pricing Advice,False,pokemon,#FFCB05,2,1.0,Very Positive,50.69,RISING,50.77,MONITOR - Emerging Opportunity,2.0,0.0,200.0,0.0,2,4,Collectible product or theme,Monitor and curate relevant listings
print quality,Print Quality,False,pokemon,#FFCB05,5,0.0,Neutral,43.69,STEADY,58.48,MONITOR - Emerging Opportunity,5.0,0.0,500.0,100.0,5,10,Collectible product or theme,Monitor and curate relevant listings
printing errors,Printing Errors,False,pokemon,#FFCB05,1,0.0,Neutral,40.35,STEADY,39.14,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,0,5,Collectible product or theme,Monitor and curate relevant listings
pristine condition,Pristine Condition,False,general,#808080,1,2.0,Very Positive,40.35,STEADY,54.14,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,0,6,Collectible product or theme,Monitor and curate relevant listings
product advice,Product Advice,False,general,#808080,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,6,Collectible product or theme,Monitor and curate relevant listings
product availability,Product Availability,False,pokemon,#FFCB05,26,0.69,Very Positive,57.58,RISING,63.99,HIGH PRIORITY - Curate Listings,26.0,0.0,2600.0,53.85,23,3,Collectible product or theme,Monitor and curate relevant listings
product bundle,Product Bundle,False,pokemon,#FFCB05,1,0.0,Neutral,50.35,RISING,65.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,3,Collectible product or theme,Monitor and curate relevant listings
product catalog,Product Catalog,False,general,#808080,5,0.0,Neutral,51.69,RISING,45.68,MONITOR - Emerging Opportunity,5.0,0.0,500.0,0.0,5,2,Collectible product or theme,Monitor and curate relevant listings
product comparison,Product Comparison,False,general,#808080,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,5,Collectible product or theme,Monitor and curate relevant listings
product compatibility,Product Compatibility,False,general,#808080,3,0.0,Neutral,51.02,RISING,63.41,HIGH PRIORITY - Curate Listings,3.0,0.0,300.0,100.0,3,7,Collectible product or theme,Monitor and curate relevant listings
product discovery,Product Discovery,False,soccer,#00AA00,2,1.0,Very Positive,50.69,RISING,72.77,HIGH PRIORITY - Curate Listings,2.0,0.0,200.0,100.0,2,3,Collectible product or theme,Monitor and curate relevant listings
product exclusivity,Product Exclusivity,False,general,#808080,2,0.0,Neutral,32.69,STEADY,34.07,LOW PRIORITY - Track for Changes,2.0,0.0,200.0,0.0,0,8,Collectible product or theme,Monitor and curate relevant listings
product features,Product Features,False,general,#808080,1,1.0,Very Positive,50.35,RISING,72.64,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,2,Collectible product or theme,Monitor and curate relevant listings
product hits,Product Hits,False,general,#808080,9,0.11,Positive,43.92,STEADY,39.4,LOW PRIORITY - Track for Changes,9.0,0.0,900.0,0.0,8,9,Collectible product or theme,Monitor and curate relevant listings
product identification,Product Identification,False,pokemon,#FFCB05,2,0.0,Neutral,50.69,RISING,53.27,MONITOR - Emerging Opportunity,2.0,0.0,200.0,50.0,2,5,Collectible product or theme,Monitor and curate relevant listings
product images,Product Images,False,pokemon,#FFCB05,3,0.0,Neutral,51.02,RISING,63.41,HIGH PRIORITY - Curate Listings,3.0,0.0,300.0,100.0,3,4,Collectible product or theme,Monitor and curate relevant listings
product issues,Product Issues,False,pokemon,#FFCB05,1,-1.0,Very Negative,50.35,RISING,35.64,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,6,Collectible product or theme,Monitor and curate relevant listings
product launches,Product Launches,False,pokemon,#FFCB05,11,0.45,Positive,43.71,STEADY,43.89,MONITOR - Emerging Opportunity,11.0,0.0,1100.0,0.0,0,7,Collectible product or theme,Monitor and curate relevant listings
product listings,Product Listings,False,trading_card,#808080,8,0.0,Neutral,52.7,RISING,46.08,MONITOR - Emerging Opportunity,8.0,0.0,800.0,0.0,8,2,Collectible product or theme,Monitor and curate relevant listings
product luck,Product Luck,False,general,#808080,1,1.0,Very Positive,50.35,RISING,52.64,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,1,3,Collectible product or theme,Monitor and curate relevant listings
product mechanics,Product Mechanics,False,general,#808080,2,0.0,Neutral,32.69,STEADY,34.07,LOW PRIORITY - Track for Changes,2.0,0.0,200.0,0.0,0,8,Collectible product or theme,Monitor and curate relevant listings
product opening,Product Opening,False,general,#808080,1,1.0,Very Positive,32.35,STEADY,41.44,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,0,10,Collectible product or theme,Monitor and curate relevant listings
product parallels,Product Parallels,False,general,#808080,8,0.0,Neutral,44.7,STEADY,38.88,LOW PRIORITY - Track for Changes,8.0,0.0,800.0,0.0,8,9,Collectible product or theme,Monitor and curate relevant listings
product pull,Product Pull,False,general,#808080,1,2.0,Very Positive,50.35,RISING,58.14,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,1,6,Collectible product or theme,Monitor and curate relevant listings
product pulls,Product Pulls,False,general,#808080,4,1.0,Very Positive,43.36,STEADY,45.84,MONITOR - Emerging Opportunity,4.0,0.0,400.0,0.0,4,9,Collectible product or theme,Monitor and curate relevant listings
product quantity,Product Quantity,False,general,#808080,3,0.0,Neutral,43.02,STEADY,58.21,MONITOR - Emerging Opportunity,3.0,0.0,300.0,100.0,3,9,Collectible product or theme,Monitor and curate relevant listings
product recommendation,Product Recommendation,False,general,#808080,3,1.0,Very Positive,51.02,RISING,70.91,HIGH PRIORITY - Curate Listings,3.0,0.0,300.0,100.0,3,7,Collectible product or theme,Monitor and curate relevant listings
product recommendations,Product Recommendations,False,gaming,#9932CC,1,1.0,Very Positive,50.35,RISING,70.64,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,6,Collectible product or theme,Monitor and curate relevant listings
product release,Product Release,False,tcg,#4169E1,7,0.86,Very Positive,52.36,RISING,67.52,HIGH PRIORITY - Curate Listings,7.0,0.0,700.0,85.71,7,6,Collectible product or theme,Monitor and curate relevant listings
product sourcing,Product Sourcing,False,pokemon,#FFCB05,3,0.0,Neutral,43.02,STEADY,58.21,MONITOR - Emerging Opportunity,3.0,0.0,300.0,100.0,3,9,Collectible product or theme,Monitor and curate relevant listings
product types,Product Types,False,pokemon,#FFCB05,9,1.0,Very Positive,53.03,RISING,69.27,HIGH PRIORITY - Curate Listings,9.0,0.0,900.0,77.78,9,3,Collectible product or theme,Monitor and curate relevant listings
product value,Product Value,False,general,#808080,11,0.0,Neutral,52.8,RISING,49.57,MONITOR - Emerging Opportunity,11.0,0.0,1100.0,27.27,10,4,Collectible product or theme,Monitor and curate relevant listings
product verification,Product Verification,False,pokemon,#FFCB05,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,4,Collectible product or theme,Monitor and curate relevant listings
product_comparison,Product_Comparison,False,general,#808080,3,-1.0,Very Negative,41.02,STEADY,51.91,MONITOR - Emerging Opportunity,3.0,0.0,300.0,100.0,0,6,Collectible product or theme,Monitor and curate relevant listings
product_quality,Product_Quality,False,general,#808080,3,-1.0,Very Negative,41.02,STEADY,51.91,MONITOR - Emerging Opportunity,3.0,0.0,300.0,100.0,0,6,Collectible product or theme,Monitor and curate relevant listings
product_recommendation,Product_Recommendation,False,football,#663300,3,0.0,Neutral,51.02,RISING,43.41,MONITOR - Emerging Opportunity,3.0,0.0,300.0,0.0,3,5,Collectible product or theme,Monitor and curate relevant listings
promo cards,Promo Cards,False,general,#808080,2,0.0,Neutral,50.69,RISING,63.27,HIGH PRIORITY - Curate Listings,2.0,0.0,200.0,100.0,2,4,Collectible product or theme,Monitor and curate relevant listings
promotions,Promotions,False,general,#808080,7,0.0,Neutral,52.36,RISING,54.52,MONITOR - Emerging Opportunity,7.0,0.0,700.0,42.86,7,2,Collectible product or theme,Monitor and curate relevant listings
prospects,Prospects,False,baseball,#C41E3A,2,1.0,Very Positive,42.69,STEADY,45.57,MONITOR - Emerging Opportunity,2.0,0.0,200.0,0.0,2,8,Collectible product or theme,Monitor and curate relevant listings
protection,Protection,False,sports,#808080,1,1.0,Very Positive,50.35,RISING,72.64,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,2,Collectible product or theme,Monitor and curate relevant listings
proxy cards,Proxy Cards,False,magic_the_gathering,#000000,2,1.0,Very Positive,40.69,STEADY,66.77,HIGH PRIORITY - Curate Listings,2.0,0.0,200.0,100.0,0,5,Collectible product or theme,Monitor and curate relevant listings
proxy usage,Proxy Usage,False,tcg,#4169E1,2,0.0,Neutral,50.69,RISING,43.27,MONITOR - Emerging Opportunity,2.0,0.0,200.0,0.0,2,5,Collectible product or theme,Monitor and curate relevant listings
publicity stunt,Publicity Stunt,False,pokemon,#FFCB05,1,0.0,Neutral,42.35,STEADY,37.94,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,9,Collectible product or theme,Monitor and curate relevant listings
pull odds,Pull Odds,False,general,#808080,2,0.0,Neutral,32.69,STEADY,34.07,LOW PRIORITY - Track for Changes,2.0,0.0,200.0,0.0,0,8,Collectible product or theme,Monitor and curate relevant listings
pull rates,Pull Rates,False,tcg,#4169E1,4,0.0,Neutral,43.36,STEADY,58.34,MONITOR - Emerging Opportunity,4.0,0.0,400.0,100.0,4,8,Collectible product or theme,Monitor and curate relevant listings
pulls,Pulls,False,general,#808080,2,1.0,Very Positive,50.69,RISING,50.77,MONITOR - Emerging Opportunity,2.0,0.0,200.0,0.0,2,6,Collectible product or theme,Monitor and curate relevant listings
purchase advice,Purchase Advice,False,pokemon,#FFCB05,1,1.0,Very Positive,50.35,RISING,70.64,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,5,Collectible product or theme,Monitor and curate relevant listings
purchase decision,Purchase Decision,False,general,#808080,2,0.0,Neutral,40.69,STEADY,59.27,MONITOR - Emerging Opportunity,2.0,0.0,200.0,100.0,0,5,Collectible product or theme,Monitor and curate relevant listings
purchase instructions,Purchase Instructions,False,pokemon,#FFCB05,1,0.0,Neutral,50.35,RISING,65.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,3,Collectible product or theme,Monitor and curate relevant listings
purchase limits,Purchase Limits,False,tcg,#4169E1,12,0.67,Very Positive,52.37,RISING,62.28,HIGH PRIORITY - Curate Listings,12.0,0.0,1200.0,66.67,10,5,Collectible product or theme,Monitor and curate relevant listings
purchase timing,Purchase Timing,False,general,#808080,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,6,Collectible product or theme,Monitor and curate relevant listings
raffle,Raffle,False,pokemon,#FFCB05,5,0.4,Positive,51.69,RISING,68.68,HIGH PRIORITY - Curate Listings,5.0,0.0,500.0,100.0,5,3,Collectible product or theme,Monitor and curate relevant listings
raffles,Raffles,False,pokemon,#FFCB05,3,0.0,Neutral,51.02,RISING,52.08,MONITOR - Emerging Opportunity,3.0,0.0,300.0,33.33,3,3,Collectible product or theme,Monitor and curate relevant listings
rarity,Rarity,False,pokemon,#FFCB05,8,1.0,Very Positive,50.2,RISING,53.08,MONITOR - Emerging Opportunity,8.0,0.0,800.0,12.5,6,4,Collectible product or theme,Monitor and curate relevant listings
recommendations,Recommendations,False,general,#808080,2,0.5,Very Positive,45.69,STEADY,65.02,HIGH PRIORITY - Curate Listings,2.0,0.0,200.0,100.0,1,4,Collectible product or theme,Monitor and curate relevant listings
redeemable values,Redeemable Values,False,general,#808080,9,0.0,Neutral,53.03,RISING,46.21,MONITOR - Emerging Opportunity,9.0,0.0,900.0,0.0,9,2,Collectible product or theme,Monitor and curate relevant listings
redemption policies,Redemption Policies,False,baseball,#C41E3A,1,-1.0,Very Negative,42.35,STEADY,30.44,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,9,Collectible product or theme,Monitor and curate relevant listings
redemptions,Redemptions,False,baseball,#C41E3A,1,-1.0,Very Negative,42.35,STEADY,30.44,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,9,Collectible product or theme,Monitor and curate relevant listings
regional offerings,Regional Offerings,False,general,#808080,9,0.0,Neutral,53.03,RISING,46.21,MONITOR - Emerging Opportunity,9.0,0.0,900.0,0.0,9,2,Collectible product or theme,Monitor and curate relevant listings
regret,Regret,False,pokemon,#FFCB05,5,1.0,Very Positive,43.69,STEADY,45.98,MONITOR - Emerging Opportunity,5.0,0.0,500.0,0.0,5,8,Collectible product or theme,Monitor and curate relevant listings
release dates,Release Dates,False,general,#808080,1,0.0,Neutral,40.35,STEADY,39.14,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,0,5,Collectible product or theme,Monitor and curate relevant listings
relics,Relics,False,baseball,#C41E3A,1,1.0,Very Positive,42.35,STEADY,45.44,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,1,9,Collectible product or theme,Monitor and curate relevant listings
replica cards,Replica Cards,False,pokemon,#FFCB05,1,-1.0,Very Negative,40.35,STEADY,31.64,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,0,5,Collectible product or theme,Monitor and curate relevant listings
reselling,Reselling,False,gaming,#9932CC,3,-1.0,Very Negative,41.02,STEADY,33.91,LOW PRIORITY - Track for Changes,3.0,0.0,300.0,0.0,0,3,Collectible product or theme,Monitor and curate relevant listings
resource management,Resource Management,False,general,#808080,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,6,Collectible product or theme,Monitor and curate relevant listings
retail,Retail,False,general,#808080,9,0.0,Neutral,53.03,RISING,66.21,HIGH PRIORITY - Curate Listings,9.0,0.0,900.0,100.0,9,2,Collectible product or theme,Monitor and curate relevant listings
retail availability,Retail Availability,False,pokemon,#FFCB05,8,-0.25,Negative,50.2,RISING,61.2,HIGH PRIORITY - Curate Listings,8.0,0.0,800.0,100.0,6,5,Collectible product or theme,Monitor and curate relevant listings
retail brands,Retail Brands,False,general,#808080,8,0.0,Neutral,52.7,RISING,66.08,HIGH PRIORITY - Curate Listings,8.0,0.0,800.0,100.0,8,2,Collectible product or theme,Monitor and curate relevant listings
retail sources,Retail Sources,False,pokemon,#FFCB05,2,1.0,Very Positive,50.69,RISING,50.77,MONITOR - Emerging Opportunity,2.0,0.0,200.0,0.0,2,4,Collectible product or theme,Monitor and curate relevant listings
retail stocking,Retail Stocking,False,tcg,#4169E1,6,1.0,Very Positive,52.03,RISING,71.31,HIGH PRIORITY - Curate Listings,6.0,0.0,600.0,100.0,6,6,Collectible product or theme,Monitor and curate relevant listings
retail strategies,Retail Strategies,False,pokemon,#FFCB05,3,0.0,Neutral,43.02,STEADY,58.21,MONITOR - Emerging Opportunity,3.0,0.0,300.0,100.0,3,9,Collectible product or theme,Monitor and curate relevant listings
retailers,Retailers,False,general,#808080,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,6,Collectible product or theme,Monitor and curate relevant listings
reward programs,Reward Programs,False,general,#808080,8,0.0,Neutral,52.7,RISING,66.08,HIGH PRIORITY - Curate Listings,8.0,0.0,800.0,100.0,8,2,Collectible product or theme,Monitor and curate relevant listings
rewards,Rewards,False,general,#808080,15,0.0,Neutral,55.05,RISING,59.02,MONITOR - Emerging Opportunity,15.0,0.0,1500.0,60.0,15,2,Collectible product or theme,Monitor and curate relevant listings
rookie cards,Rookie Cards,False,baseball,#C41E3A,1,-1.0,Very Negative,42.35,STEADY,30.44,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,9,Collectible product or theme,Monitor and curate relevant listings
rookies,Rookies,False,baseball,#C41E3A,17,0.82,Very Positive,55.13,RISING,67.35,HIGH PRIORITY - Curate Listings,17.0,0.0,1700.0,70.59,16,2,Rookie card discussions and valuations,Highlight rookie card inventory and prospects
safety,Safety,False,soccer,#00AA00,1,0.0,Neutral,42.35,STEADY,57.94,MONITOR - Emerging Opportunity,1.0,0.0,100.0,100.0,1,10,Collectible product or theme,Monitor and curate relevant listings
sales inquiry,Sales Inquiry,False,baseball,#C41E3A,1,2.0,Very Positive,42.35,STEADY,72.94,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,9,Collectible product or theme,Monitor and curate relevant listings
sales records,Sales Records,False,pokemon,#FFCB05,6,0.0,Neutral,42.03,STEADY,39.81,LOW PRIORITY - Track for Changes,6.0,0.0,600.0,0.0,0,7,Collectible product or theme,Monitor and curate relevant listings
scalpers,Scalpers,False,tcg,#4169E1,6,1.0,Very Positive,52.03,RISING,71.31,HIGH PRIORITY - Curate Listings,6.0,0.0,600.0,100.0,6,6,Collectible product or theme,Monitor and curate relevant listings
scalping,Scalping,False,pokemon,#FFCB05,21,-0.05,Neutral,53.73,RISING,57.56,MONITOR - Emerging Opportunity,21.0,0.0,2100.0,57.14,14,3,Collectible product or theme,Monitor and curate relevant listings
scam warning,Scam Warning,False,pokemon,#FFCB05,1,-1.0,Very Negative,40.35,STEADY,31.64,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,0,5,Collectible product or theme,Monitor and curate relevant listings
scams,Scams,False,pokemon,#FFCB05,1,1.0,Very Positive,50.35,RISING,50.64,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,1,6,Collectible product or theme,Monitor and curate relevant listings
sealed boxes,Sealed Boxes,False,pokemon,#FFCB05,9,0.44,Positive,45.03,STEADY,53.46,MONITOR - Emerging Opportunity,9.0,0.0,900.0,55.56,9,9,Collectible product or theme,Monitor and curate relevant listings
sealed cases,Sealed Cases,False,general,#808080,7,0.0,Neutral,52.36,RISING,63.95,HIGH PRIORITY - Curate Listings,7.0,0.0,700.0,100.0,7,4,Collectible product or theme,Monitor and curate relevant listings
sealed packs,Sealed Packs,False,general,#808080,4,1.0,Very Positive,43.36,STEADY,45.84,MONITOR - Emerging Opportunity,4.0,0.0,400.0,0.0,4,9,Collectible product or theme,Monitor and curate relevant listings
sealed_pack,Sealed_Pack,False,pokemon,#FFCB05,1,1.0,Very Positive,42.35,STEADY,45.44,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,1,10,Collectible product or theme,Monitor and curate relevant listings
sealed_products,Sealed_Products,False,pokemon,#FFCB05,2,-1.0,Very Negative,40.69,STEADY,51.77,MONITOR - Emerging Opportunity,2.0,0.0,200.0,100.0,0,7,Collectible product or theme,Monitor and curate relevant listings
secondary market,Secondary Market,False,general,#808080,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,6,Collectible product or theme,Monitor and curate relevant listings
seller trustworthiness,Seller Trustworthiness,False,soccer,#00AA00,1,0.0,Neutral,42.35,STEADY,57.94,MONITOR - Emerging Opportunity,1.0,0.0,100.0,100.0,1,10,Collectible product or theme,Monitor and curate relevant listings
selling,Selling,False,pokemon,#FFCB05,5,-0.2,Negative,51.69,RISING,62.18,HIGH PRIORITY - Curate Listings,5.0,0.0,500.0,100.0,5,4,Collectible product or theme,Monitor and curate relevant listings
selling advice,Selling Advice,False,pokemon,#FFCB05,3,0.0,Neutral,43.02,STEADY,58.21,MONITOR - Emerging Opportunity,3.0,0.0,300.0,100.0,3,8,Collectible product or theme,Monitor and curate relevant listings
selling locations,Selling Locations,False,pokemon,#FFCB05,4,0.0,Neutral,51.36,RISING,63.54,HIGH PRIORITY - Curate Listings,4.0,0.0,400.0,100.0,4,5,Collectible product or theme,Monitor and curate relevant listings
sentimental value,Sentimental Value,False,pokemon,#FFCB05,2,-1.0,Very Negative,50.69,RISING,35.77,LOW PRIORITY - Track for Changes,2.0,0.0,200.0,0.0,2,7,Collectible product or theme,Monitor and curate relevant listings
series listings,Series Listings,False,basketball,#FF6600,5,0.0,Neutral,51.69,RISING,45.68,MONITOR - Emerging Opportunity,5.0,0.0,500.0,0.0,5,2,Collectible product or theme,Monitor and curate relevant listings
set aesthetics,Set Aesthetics,False,pokemon,#FFCB05,2,-1.0,Very Negative,42.69,STEADY,30.57,LOW PRIORITY - Track for Changes,2.0,0.0,200.0,0.0,2,8,Collectible product or theme,Monitor and curate relevant listings
set building,Set Building,False,pokemon,#FFCB05,1,0.0,Neutral,50.35,RISING,63.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,7,Collectible product or theme,Monitor and curate relevant listings
set information,Set Information,False,pokemon,#FFCB05,1,1.0,Very Positive,50.35,RISING,70.64,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,5,Collectible product or theme,Monitor and curate relevant listings
set recommendations,Set Recommendations,False,pokemon,#FFCB05,6,0.0,Neutral,52.03,RISING,63.81,HIGH PRIORITY - Curate Listings,6.0,0.0,600.0,100.0,6,5,Collectible product or theme,Monitor and curate relevant listings
set restock,Set Restock,False,general,#808080,1,1.0,Very Positive,50.35,RISING,50.64,MONITOR - Emerging Opportunity,1.0,0.0,100.0,0.0,1,4,Collectible product or theme,Monitor and curate relevant listings
set reviews,Set Reviews,False,football,#663300,5,0.0,Neutral,8.69,COOLING,20.48,LOW PRIORITY - Track for Changes,0.0,0.0,0.0,0.0,0,692,Collectible product or theme,Monitor and curate relevant listings
sets,General - Set Completion Activities,True,pokemon,#FFCB05,21,0.0,Neutral,57.06,RISING,47.82,MONITOR - Emerging Opportunity,21.0,0.0,2100.0,0.0,21,2,Collectible product or theme,Monitor and curate relevant listings
shadowless,Shadowless,False,pokemon,#FFCB05,5,1.0,Very Positive,51.69,RISING,71.18,HIGH PRIORITY - Curate Listings,5.0,0.0,500.0,100.0,5,6,Collectible product or theme,Monitor and curate relevant listings
shipping cost,Shipping Cost,False,basketball,#FF6600,1,0.0,Neutral,50.35,RISING,65.14,HIGH PRIORITY - Curate Listings,1.0,0.0,100.0,100.0,1,3,Collectible product or theme,Monitor and curate relevant listings
shipping issues,Shipping Issues,False,pokemon,#FFCB05,1,-2.0,Very Negative,50.35,RISING,28.14,LOW PRIORITY - Track for Changes,1.0,0.0,100.0,0.0,1,5,Collectible product or theme,Monitor and curate relevant listings
single packs,Single Packs,False,general,#808080,2,-1.0,Very Negative,40.69,STEADY,51.77,MONITOR - Emerging Opportunity,2.0,0.0,200.0,100.0,0,6,Collectible product or theme,Monitor and curate relevant listings
special cards,Special Cards,False,general,#808080,7,0.0,Neutral,52.36,RISING,63.95,HIGH PRIORITY - Curate Listings,7.0,0.0,700.0,100.0,7,4,Collectible product or theme,Monitor and curate relevant listings
special liveries,Special Liveries,False,motorsport,#FF1493,3,-1.0,Very Negative,51.02,RISING,35.91,LOW PRIORITY - Track for Changes,3.0,0.0,300.0,0.0,3,7,Collectible product or theme,Monitor and curate relevant listings
specific cards,Specific Cards,False,pokemon,#FFCB05,6,1.0,Very Positive,52.03,RISING,71.31,HIGH PRIORITY - Curate Listings,6.0,0.0,600.0,100.0,6,6,Collectible product or theme,Monitor and curate relevant listings
spending patterns,Spending Patterns,False,general,#808080,9,0.0,Neutral,53.03,RISING,64.21,HIGH PRIORITY - Curate Listings,9.0,0.0,900.0,100.0,9,6,Collectible product or theme,Monitor and curate relevant listings
sports,Sports,False,pokemon,#FFCB05,11,0.36,Positive,53.71,RISING,56.48,MONITOR - Emerging Opportunity,11.0,0.0,1100.0,36.36,11,2,Collectible product or theme,Monitor and curate relevant listings
sports cards,Sports Cards,False,baseball,#C41E3A,19,0.21,Positive,55.39,RISING,54.0,MONITOR - Emerging Opportunity,14.0,0.0,1400.0,26.32,19,2,Collectible product or theme,Monitor and curate relevant listings
stamina issues,Stamina Issues,False,basketball,#FF6600,1,0.0,Neutral,42.35,STEADY,57.94,MONITOR - Emerging Opportunity,1.0,0.0,100.0,100.0,1,8,Collectible product or theme,Monitor and curate relevant listings
star wars,Star Wars,False,trading_card,#808080,8,0.0,Neutral,52.7,RISING,46.08,MONITOR - Emerging Opportunity,8.0,0.0,800.0,0.0,8,2,Collectible product or theme,Monitor and curate relevant listings
storage,Storage,False,sports,#808080,10,0.9,Very Positive,52.37,RISING,72.7,HIGH PRIORITY - Curate Listings,10.0,0.0,1000.0,100.0,9,2,Collectible product or theme,Monitor and curate relevant listings
store credit vs cash,Store Credit Vs Cash,False,pokemon,#FFCB05,4,0.0,Neutral,51.36,RISING,63.54,HIGH PRIORITY - Curate Listings,4.0,0.0,400.0,100.0,4,5,Collectible product or theme,Monitor and curate relevant listings
store events,Store Events,False,tcg,#4169E1,3,0.0,Neutral,43.02,STEADY,38.21,LOW PRIORITY - Track for Changes,3.0,0.0,300.0,0.0,3,8,Collectible product or theme,Monitor and curate relevant listings
store policy,Store Policy,False,pokemon,#FFCB05,7,1.0,Very Positive,52.36,RISING,73.45,HIGH PRIORITY - Curate Listings,7.0,0.0,700.0,100.0,7,3,Collectible product or theme,Monitor and curate relevant listings
